facility_name,facility_id,state,condition,measure_id,score,predicted_readmission_rate,expected_readmission_rate,number_of_discharges,number_of_readmissions,readmit_rate_calc,delta_pred_exp,ratio_pred_exp,risk_band,high_risk,low_risk,volume_band,score_z_condition,score_z_state,start_date,end_date,period_days,period_years,footnote
ADVOCATE TRINITY HOSPITAL,140048,IL,Acute MI,READM-30-AMI-HRRP,17.1992,17.1992,16.7281,114.0,21.0,0.18421052631578946,0.47109999999999985,1.0281621941523544,Elevated,1,0,Low Volume,1.8056960441233043,0.2748796403159948,2020-07-01,2023-06-30,1094,2.9952087611225187,
WEST SUBURBAN MEDICAL CENTER,140049,IL,Pneumonia,READM-30-PN-HRRP,19.3179,19.3179,18.6611,70.0,16.0,0.22857142857142856,0.6568000000000005,1.0351962102984282,High,1,0,Low Volume,1.7314661023642934,0.685652928110285,2020-07-01,2023-06-30,1094,2.9952087611225187,
WEST SUBURBAN MEDICAL CENTER,140049,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
WEST SUBURBAN MEDICAL CENTER,140049,IL,Heart Failure,READM-30-HF-HRRP,22.2439,22.2439,21.4459,141.0,34.0,0.24113475177304963,0.7979999999999983,1.0372099095864478,High,1,0,Medium Volume,1.419360778379305,1.252945437708667,2020-07-01,2023-06-30,1094,2.9952087611225187,
WEST SUBURBAN MEDICAL CENTER,140049,IL,COPD,READM-30-COPD-HRRP,18.4877,18.4877,17.7643,,,,0.7234000000000016,1.0407221224590895,Elevated,1,0,,0.08567151767853151,0.5246938572050978,2020-07-01,2023-06-30,1094,2.9952087611225187,
WEST SUBURBAN MEDICAL CENTER,140049,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
WEST SUBURBAN MEDICAL CENTER,140049,IL,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
OSF SAINT ANTHONY'S HEALTH CENTER,140052,IL,Pneumonia,READM-30-PN-HRRP,16.3035,16.3035,16.3871,180.0,29.0,0.16111111111111112,-0.08360000000000056,0.9948984262010971,Elevated,1,0,Medium Volume,0.1708860825507345,0.10122143770243637,2020-07-01,2023-06-30,1094,2.9952087611225187,
OSF SAINT ANTHONY'S HEALTH CENTER,140052,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
OSF SAINT ANTHONY'S HEALTH CENTER,140052,IL,Heart Failure,READM-30-HF-HRRP,19.5007,19.5007,18.3766,112.0,26.0,0.23214285714285715,1.1240999999999985,1.0611701838207284,High,1,0,Low Volume,0.018538337793977087,0.7210941689696775,2020-07-01,2023-06-30,1094,2.9952087611225187,
OSF SAINT ANTHONY'S HEALTH CENTER,140052,IL,COPD,READM-30-COPD-HRRP,18.3391,18.3391,19.1681,,,,-0.8290000000000006,0.9567510603554864,Elevated,1,0,,0.015864796406590977,0.49588330801633473,2020-07-01,2023-06-30,1094,2.9952087611225187,
OSF SAINT ANTHONY'S HEALTH CENTER,140052,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
OSF SAINT ANTHONY'S HEALTH CENTER,140052,IL,Acute MI,READM-30-AMI-HRRP,15.7759,15.7759,15.0644,,,,0.7115000000000009,1.0472305568094316,Moderate,1,0,,1.1003244691778298,-0.0010695835088098168,2020-07-01,2023-06-30,1094,2.9952087611225187,
ST JOHNS HOSPITAL,140053,IL,Pneumonia,READM-30-PN-HRRP,16.0833,16.0833,16.5264,484.0,76.0,0.15702479338842976,-0.4430999999999976,0.9731883531803661,Elevated,1,0,High Volume,0.05688670610336756,0.05852908957750032,2020-07-01,2023-06-30,1094,2.9952087611225187,
ST JOHNS HOSPITAL,140053,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
ST JOHNS HOSPITAL,140053,IL,Heart Failure,READM-30-HF-HRRP,20.1838,20.1838,20.495,1026.0,206.0,0.20077972709551656,-0.3111999999999995,0.9848158087338376,High,1,0,High Volume,0.36736518569563986,0.8535335104962177,2020-07-01,2023-06-30,1094,2.9952087611225187,
ST JOHNS HOSPITAL,140053,IL,COPD,READM-30-COPD-HRRP,19.1919,19.1919,19.6914,248.0,46.0,0.18548387096774194,-0.49950000000000117,0.9746335963923336,High,1,0,Medium Volume,0.41647833544232643,0.6612240640605936,2020-07-01,2023-06-30,1094,2.9952087611225187,
ST JOHNS HOSPITAL,140053,IL,CABG,READM-30-CABG-HRRP,10.9525,10.9525,11.4805,206.0,21.0,0.10194174757281553,-0.5279999999999987,0.9540089717346807,Low,1,0,Medium Volume,0.18389855304379857,-0.9362297649157946,2020-07-01,2023-06-30,1094,2.9952087611225187,
ST JOHNS HOSPITAL,140053,IL,Acute MI,READM-30-AMI-HRRP,11.7817,11.7817,13.8817,643.0,68.0,0.1057542768273717,-2.0999999999999996,0.8487216983510666,Low,1,0,High Volume,-0.8791564165435305,-0.7754645738840178,2020-07-01,2023-06-30,1094,2.9952087611225187,
MACNEAL  HOSPITAL,140054,IL,Pneumonia,READM-30-PN-HRRP,16.1027,16.1027,16.1356,212.0,34.0,0.16037735849056603,-0.032900000000001484,0.9979610302684746,Elevated,1,0,Medium Volume,0.06693024789754849,0.0622903591216586,2020-07-01,2023-06-30,1094,2.9952087611225187,
MACNEAL  HOSPITAL,140054,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
MACNEAL  HOSPITAL,140054,IL,Heart Failure,READM-30-HF-HRRP,20.449,20.449,19.6926,295.0,63.0,0.2135593220338983,0.7564000000000028,1.0384103673461098,High,1,0,High Volume,0.5027902772832853,0.9049504529246153,2020-07-01,2023-06-30,1094,2.9952087611225187,
MACNEAL  HOSPITAL,140054,IL,COPD,READM-30-COPD-HRRP,21.5915,21.5915,19.7717,108.0,29.0,0.26851851851851855,1.8198000000000008,1.0920406439506973,High,1,0,Low Volume,1.543720652832275,1.126458208295822,2020-07-01,2023-06-30,1094,2.9952087611225187,
MACNEAL  HOSPITAL,140054,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
MACNEAL  HOSPITAL,140054,IL,Acute MI,READM-30-AMI-HRRP,15.1603,15.1603,14.605,,,,0.555299999999999,1.0380212256076686,Moderate,1,0,,0.7952399883681379,-0.12042203358015792,2020-07-01,2023-06-30,1094,2.9952087611225187,
JERSEY COMMUNITY HOSPITAL,140059,IL,Pneumonia,READM-30-PN-HRRP,14.9493,14.9493,14.8598,91.0,14.0,0.15384615384615385,0.08949999999999925,1.006022961278079,Moderate,1,0,Low Volume,-0.5301945513503804,-0.16133068686972007,2020-07-01,2023-06-30,1094,2.9952087611225187,
JERSEY COMMUNITY HOSPITAL,140059,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,4.0049,4.0049,3.8192,,,,0.1857000000000002,1.0486227482195225,Low,1,0,,-0.8828173938712842,-2.283229573420826,2020-07-01,2023-06-30,1094,2.9952087611225187,
JERSEY COMMUNITY HOSPITAL,140059,IL,Heart Failure,READM-30-HF-HRRP,18.4041,18.4041,19.5541,99.0,14.0,0.1414141414141414,-1.1499999999999986,0.9411888043939635,Elevated,1,0,Low Volume,-0.5414433946155693,0.5084854997880011,2020-07-01,2023-06-30,1094,2.9952087611225187,
JERSEY COMMUNITY HOSPITAL,140059,IL,COPD,READM-30-COPD-HRRP,19.0315,19.0315,19.4259,,,,-0.3943999999999974,0.9796972083661505,High,1,0,,0.34112841557678764,0.6301257323655902,2020-07-01,2023-06-30,1094,2.9952087611225187,
JERSEY COMMUNITY HOSPITAL,140059,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
JERSEY COMMUNITY HOSPITAL,140059,IL,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
PALOS COMMUNITY HOSPITAL,140062,IL,Pneumonia,READM-30-PN-HRRP,17.732,17.732,16.844,1311.0,236.0,0.18001525553012968,0.8879999999999981,1.0527190691047257,Elevated,1,0,High Volume,0.9104324461068873,0.378178836868974,2020-07-01,2023-06-30,1094,2.9952087611225187,
PALOS COMMUNITY HOSPITAL,140062,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,6.5364,6.5364,5.1261,380.0,28.0,0.07368421052631578,1.4103000000000003,1.2751214373500321,Low,1,0,High Volume,1.2704345886922817,-1.792422673882786,2020-07-01,2023-06-30,1094,2.9952087611225187,
PALOS COMMUNITY HOSPITAL,140062,IL,Heart Failure,READM-30-HF-HRRP,22.0584,22.0584,20.2261,1436.0,323.0,0.22493036211699163,1.8323,1.0905908702122504,High,1,0,High Volume,1.3246347056436023,1.2169807211910662,2020-07-01,2023-06-30,1094,2.9952087611225187,
PALOS COMMUNITY HOSPITAL,140062,IL,COPD,READM-30-COPD-HRRP,19.8705,19.8705,19.0759,445.0,91.0,0.20449438202247192,0.7945999999999991,1.0416546532535818,High,1,0,High Volume,0.7352592308335661,0.7927909461567871,2020-07-01,2023-06-30,1094,2.9952087611225187,
PALOS COMMUNITY HOSPITAL,140062,IL,CABG,READM-30-CABG-HRRP,9.9709,9.9709,10.0225,112.0,11.0,0.09821428571428571,-0.051600000000000534,0.9948515839361436,Low,1,0,Low Volume,-0.4809281096910248,-1.126542248655293,2020-07-01,2023-06-30,1094,2.9952087611225187,
PALOS COMMUNITY HOSPITAL,140062,IL,Acute MI,READM-30-AMI-HRRP,15.5834,15.5834,14.6162,352.0,58.0,0.16477272727272727,0.9672000000000001,1.0661731503400336,Moderate,1,0,High Volume,1.0049236203216474,-0.0383914591402825,2020-07-01,2023-06-30,1094,2.9952087611225187,
RUSH OAK PARK HOSPITAL,140063,IL,Pneumonia,READM-30-PN-HRRP,15.6825,15.6825,15.8405,202.0,31.0,0.15346534653465346,-0.15800000000000125,0.9900255673747671,Moderate,1,0,Medium Volume,-0.1506107965310795,-0.019177963685327034,2020-07-01,2023-06-30,1094,2.9952087611225187,
RUSH OAK PARK HOSPITAL,140063,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
RUSH OAK PARK HOSPITAL,140063,IL,Heart Failure,READM-30-HF-HRRP,21.6293,21.6293,20.5473,265.0,61.0,0.23018867924528302,1.0820000000000007,1.0526589868255196,High,1,0,Medium Volume,1.1055136392776204,1.1337868675107294,2020-07-01,2023-06-30,1094,2.9952087611225187,
RUSH OAK PARK HOSPITAL,140063,IL,COPD,READM-30-COPD-HRRP,17.3975,17.3975,18.0831,,,,-0.6856000000000009,0.9620861467336905,Elevated,1,0,,-0.4264636608589421,0.3133260192132467,2020-07-01,2023-06-30,1094,2.9952087611225187,
RUSH OAK PARK HOSPITAL,140063,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
RUSH OAK PARK HOSPITAL,140063,IL,Acute MI,READM-30-AMI-HRRP,14.4074,14.4074,13.1472,,,,1.260200000000001,1.0958531094073263,Moderate,1,0,,0.42211116185479125,-0.2663941902707325,2020-07-01,2023-06-30,1094,2.9952087611225187,
ST MARY MEDICAL CENTER,140064,IL,Pneumonia,READM-30-PN-HRRP,14.8917,14.8917,14.469,276.0,43.0,0.15579710144927536,0.42270000000000074,1.0292141820443708,Moderate,1,0,Medium Volume,-0.560014551728983,-0.1724981675781501,2020-07-01,2023-06-30,1094,2.9952087611225187,
ST MARY MEDICAL CENTER,140064,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,4.8297,4.8297,4.2408,,,,0.5888999999999998,1.1388653084323712,Low,1,0,,-0.18125617118970083,-2.1233174538320543,2020-07-01,2023-06-30,1094,2.9952087611225187,
ST MARY MEDICAL CENTER,140064,IL,Heart Failure,READM-30-HF-HRRP,18.8937,18.8937,17.2599,237.0,51.0,0.21518987341772153,1.6338000000000008,1.0946587176055482,High,1,0,Medium Volume,-0.29142784091530133,0.6034090858096578,2020-07-01,2023-06-30,1094,2.9952087611225187,
ST MARY MEDICAL CENTER,140064,IL,COPD,READM-30-COPD-HRRP,15.8299,15.8299,15.3229,89.0,16.0,0.1797752808988764,0.5069999999999997,1.03308773143465,Moderate,1,0,Low Volume,-1.1628635011408577,0.009399929655343567,2020-07-01,2023-06-30,1094,2.9952087611225187,
ST MARY MEDICAL CENTER,140064,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
ST MARY MEDICAL CENTER,140064,IL,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
ADVENTIST LA GRANGE MEMORIAL HOSPITAL,140065,IL,Pneumonia,READM-30-PN-HRRP,15.8131,15.8131,16.4396,472.0,72.0,0.15254237288135594,-0.6264999999999983,0.9618908002627802,Moderate,1,0,High Volume,-0.0829980873393158,0.0061427477820514345,2020-07-01,2023-06-30,1094,2.9952087611225187,
ADVENTIST LA GRANGE MEMORIAL HOSPITAL,140065,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,6.4067,6.4067,5.4203,403.0,28.0,0.06947890818858561,0.9863999999999997,1.1819825470914893,Low,1,0,High Volume,1.1601139163089138,-1.8175688934640952,2020-07-01,2023-06-30,1094,2.9952087611225187,
ADVENTIST LA GRANGE MEMORIAL HOSPITAL,140065,IL,Heart Failure,READM-30-HF-HRRP,17.567,17.567,18.6107,461.0,77.0,0.16702819956616052,-1.0437000000000012,0.9439193582186591,Elevated,1,0,High Volume,-0.9689107557317754,0.34618865775628344,2020-07-01,2023-06-30,1094,2.9952087611225187,
ADVENTIST LA GRANGE MEMORIAL HOSPITAL,140065,IL,COPD,READM-30-COPD-HRRP,17.6633,17.6633,17.1433,120.0,23.0,0.19166666666666668,0.5199999999999996,1.030332549742465,Elevated,1,0,Low Volume,-0.30160076372515027,0.3648592895656901,2020-07-01,2023-06-30,1094,2.9952087611225187,
ADVENTIST LA GRANGE MEMORIAL HOSPITAL,140065,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
ADVENTIST LA GRANGE MEMORIAL HOSPITAL,140065,IL,Acute MI,READM-30-AMI-HRRP,12.2642,12.2642,13.3015,,,,-1.0373,0.9220163139495545,Low,1,0,,-0.640034808371542,-0.6819175349635738,2020-07-01,2023-06-30,1094,2.9952087611225187,
SAINT FRANCIS MEDICAL CENTER,140067,IL,Pneumonia,READM-30-PN-HRRP,17.8286,17.8286,15.9013,764.0,144.0,0.18848167539267016,1.9273000000000007,1.1212039267229723,Elevated,1,0,High Volume,0.9604430717418373,0.3969076326404043,2020-07-01,2023-06-30,1094,2.9952087611225187,
SAINT FRANCIS MEDICAL CENTER,140067,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,5.3966,5.3966,5.5054,,,,-0.10879999999999956,0.9802375849166274,Low,1,0,,0.30093958188763914,-2.0134069535957853,2020-07-01,2023-06-30,1094,2.9952087611225187,
SAINT FRANCIS MEDICAL CENTER,140067,IL,Heart Failure,READM-30-HF-HRRP,18.2222,18.2222,19.0343,977.0,175.0,0.17911975435005117,-0.8121000000000009,0.9573349164403209,Elevated,1,0,High Volume,-0.6343311176917101,0.47321875081467735,2020-07-01,2023-06-30,1094,2.9952087611225187,
SAINT FRANCIS MEDICAL CENTER,140067,IL,COPD,READM-30-COPD-HRRP,16.1226,16.1226,16.8082,307.0,47.0,0.15309446254071662,-0.6856000000000009,0.9592103854071227,Elevated,1,0,High Volume,-1.02536399026403,0.06614856860252248,2020-07-01,2023-06-30,1094,2.9952087611225187,
SAINT FRANCIS MEDICAL CENTER,140067,IL,CABG,READM-30-CABG-HRRP,9.4181,9.4181,10.2051,187.0,15.0,0.08021390374331551,-0.786999999999999,0.9228816964066987,Low,1,0,Medium Volume,-0.8553333451839037,-1.2337190426764775,2020-07-01,2023-06-30,1094,2.9952087611225187,
SAINT FRANCIS MEDICAL CENTER,140067,IL,Acute MI,READM-30-AMI-HRRP,12.5772,12.5772,12.4982,586.0,74.0,0.12627986348122866,0.07899999999999885,1.0063209102110704,Moderate,1,0,High Volume,-0.48491550607551687,-0.6212331345861667,2020-07-01,2023-06-30,1094,2.9952087611225187,
ROSELAND COMMUNITY HOSPITAL,140068,IL,Pneumonia,READM-30-PN-HRRP,16.5737,16.5737,16.851,,,,-0.2773000000000003,0.9835440033232449,Elevated,1,0,,0.31077087599341696,0.1536077794978849,2020-07-01,2023-06-30,1094,2.9952087611225187,
ROSELAND COMMUNITY HOSPITAL,140068,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
ROSELAND COMMUNITY HOSPITAL,140068,IL,Heart Failure,READM-30-HF-HRRP,24.4386,24.4386,23.1199,73.0,22.0,0.3013698630136986,1.3186999999999998,1.057037443933581,High,1,0,Low Volume,2.5400902222232165,1.678453595882136,2020-07-01,2023-06-30,1094,2.9952087611225187,
ROSELAND COMMUNITY HOSPITAL,140068,IL,COPD,READM-30-COPD-HRRP,22.224,22.224,20.037,42.0,16.0,0.38095238095238093,2.187000000000001,1.1091480760592904,High,1,0,Low Volume,1.840845492701063,1.2490872282278032,2020-07-01,2023-06-30,1094,2.9952087611225187,
ROSELAND COMMUNITY HOSPITAL,140068,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
ROSELAND COMMUNITY HOSPITAL,140068,IL,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
TOUCHETTE REGIONAL HOSPITAL INC,140077,IL,Pneumonia,READM-30-PN-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
TOUCHETTE REGIONAL HOSPITAL INC,140077,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
TOUCHETTE REGIONAL HOSPITAL INC,140077,IL,Heart Failure,READM-30-HF-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
TOUCHETTE REGIONAL HOSPITAL INC,140077,IL,COPD,READM-30-COPD-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
TOUCHETTE REGIONAL HOSPITAL INC,140077,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
TOUCHETTE REGIONAL HOSPITAL INC,140077,IL,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
PRESENCE SAINT FRANCIS HOSPITAL,140080,IL,Pneumonia,READM-30-PN-HRRP,20.2919,20.2919,17.1308,311.0,75.0,0.24115755627009647,3.1610999999999976,1.18452728418988,High,1,0,High Volume,2.23571402543303,0.8744919248118648,2020-07-01,2023-06-30,1094,2.9952087611225187,
PRESENCE SAINT FRANCIS HOSPITAL,140080,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,5.2382,5.2382,5.6267,,,,-0.3884999999999996,0.9309542005082909,Low,1,0,,0.16620716472861508,-2.0441175255439683,2020-07-01,2023-06-30,1094,2.9952087611225187,
PRESENCE SAINT FRANCIS HOSPITAL,140080,IL,Heart Failure,READM-30-HF-HRRP,22.8752,22.8752,20.11,191.0,53.0,0.2774869109947644,2.7652,1.137503729487817,High,1,0,Medium Volume,1.7417358172906188,1.3753418017925558,2020-07-01,2023-06-30,1094,2.9952087611225187,
PRESENCE SAINT FRANCIS HOSPITAL,140080,IL,COPD,READM-30-COPD-HRRP,22.566,22.566,21.0021,59.0,18.0,0.3050847457627119,1.5639000000000003,1.0744639821732114,High,1,0,Low Volume,2.0015042993969128,1.3153941449341073,2020-07-01,2023-06-30,1094,2.9952087611225187,
PRESENCE SAINT FRANCIS HOSPITAL,140080,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
PRESENCE SAINT FRANCIS HOSPITAL,140080,IL,Acute MI,READM-30-AMI-HRRP,11.8798,11.8798,12.0278,,,,-0.1479999999999997,0.9876951728495652,Low,1,0,,-0.8305391527887703,-0.7564449583024728,2020-07-01,2023-06-30,1094,2.9952087611225187,
LOUIS A WEISS MEMORIAL HOSPITAL,140082,IL,Pneumonia,READM-30-PN-HRRP,18.9837,18.9837,19.0838,160.0,30.0,0.1875,-0.10010000000000119,0.9947547134218552,High,1,0,Medium Volume,1.558447975167606,0.6208582744165799,2020-07-01,2023-06-30,1094,2.9952087611225187,
LOUIS A WEISS MEMORIAL HOSPITAL,140082,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,7.1763,7.1763,4.5915,101.0,13.0,0.12871287128712872,2.5848000000000004,1.562953283240771,Low,1,0,Low Volume,1.8147229330108379,-1.6683589428875691,2020-07-01,2023-06-30,1094,2.9952087611225187,
LOUIS A WEISS MEMORIAL HOSPITAL,140082,IL,Heart Failure,READM-30-HF-HRRP,21.1665,21.1665,21.4818,109.0,22.0,0.2018348623853211,-0.3153000000000006,0.9853224590118146,High,1,0,Low Volume,0.869183577487415,1.044059262096467,2020-07-01,2023-06-30,1094,2.9952087611225187,
LOUIS A WEISS MEMORIAL HOSPITAL,140082,IL,COPD,READM-30-COPD-HRRP,24.8073,24.8073,23.2445,47.0,16.0,0.3404255319148936,1.5628000000000029,1.0672331089074836,High,1,0,Low Volume,3.0543831983659473,1.7499371052084942,2020-07-01,2023-06-30,1094,2.9952087611225187,
LOUIS A WEISS MEMORIAL HOSPITAL,140082,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
LOUIS A WEISS MEMORIAL HOSPITAL,140082,IL,Acute MI,READM-30-AMI-HRRP,17.3963,17.3963,18.0472,,,,-0.6509,0.9639334633627377,Elevated,1,0,,1.9033766015755296,0.31309336336515425,2020-07-01,2023-06-30,1094,2.9952087611225187,
LORETTO HOSPITAL,140083,IL,Pneumonia,READM-30-PN-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
LORETTO HOSPITAL,140083,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
LORETTO HOSPITAL,140083,IL,Heart Failure,READM-30-HF-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
LORETTO HOSPITAL,140083,IL,COPD,READM-30-COPD-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
LORETTO HOSPITAL,140083,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
LORETTO HOSPITAL,140083,IL,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
VISTA MEDICAL CENTER EAST,140084,IL,Pneumonia,READM-30-PN-HRRP,17.8167,17.8167,17.0956,259.0,49.0,0.1891891891891892,0.7210999999999999,1.042180444090877,Elevated,1,0,Medium Volume,0.9542823424969519,0.3946004621468222,2020-07-01,2023-06-30,1094,2.9952087611225187,
VISTA MEDICAL CENTER EAST,140084,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
VISTA MEDICAL CENTER EAST,140084,IL,Heart Failure,READM-30-HF-HRRP,19.4626,19.4626,19.7386,262.0,50.0,0.19083969465648856,-0.27600000000000335,0.9860172453973431,High,1,0,Medium Volume,-0.0009175294363746866,0.7137073457927471,2020-07-01,2023-06-30,1094,2.9952087611225187,
VISTA MEDICAL CENTER EAST,140084,IL,COPD,READM-30-COPD-HRRP,20.1727,20.1727,19.2469,114.0,26.0,0.22807017543859648,0.9257999999999988,1.048101252669261,High,1,0,Low Volume,0.8772214863408346,0.8513814439013635,2020-07-01,2023-06-30,1094,2.9952087611225187,
VISTA MEDICAL CENTER EAST,140084,IL,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
VISTA MEDICAL CENTER EAST,140084,IL,Acute MI,READM-30-AMI-HRRP,13.7964,13.7964,14.6288,,,,-0.8323999999999998,0.9430985453352292,Moderate,1,0,,0.11930638964114332,-0.3848547929243935,2020-07-01,2023-06-30,1094,2.9952087611225187,
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,IL,Pneumonia,READM-30-PN-HRRP,20.648,20.648,18.5558,273.0,64.0,0.23443223443223443,2.0921999999999983,1.1127518080600134,High,1,0,Medium Volume,2.4200699652736652,0.943532547733254,2020-07-01,2023-06-30,1094,2.9952087611225187,
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,IL,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,IL,Heart Failure,READM-30-HF-HRRP,20.8723,20.8723,21.6257,774.0,159.0,0.2054263565891473,-0.7533999999999992,0.9651618213514476,High,1,0,High Volume,0.718949558086641,0.9870198033391723,2020-07-01,2023-06-30,1094,2.9952087611225187,
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,IL,COPD,READM-30-COPD-HRRP,20.5698,20.5698,20.5079,247.0,51.0,0.20647773279352227,0.0619000000000014,1.0030183490264728,High,1,0,Medium Volume,1.0637642118932396,0.928371141632573,2020-07-01,2023-06-30,1094,2.9952087611225187,
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,IL,CABG,READM-30-CABG-HRRP,11.7091,11.7091,12.363,195.0,21.0,0.1076923076923077,-0.6539000000000001,0.9471083070452155,Low,1,0,Medium Volume,0.6963352411297464,-0.7895402526936021,2020-07-01,2023-06-30,1094,2.9952087611225187,
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,IL,Acute MI,READM-30-AMI-HRRP,18.7467,18.7467,18.1364,167.0,33.0,0.19760479041916168,0.6103000000000023,1.0336505590966234,High,1,0,Medium Volume,2.5726197511619615,0.5749087444183518,2020-07-01,2023-06-30,1094,2.9952087611225187,
MC DONOUGH DISTRICT HOSPITAL,140089,IL,Pneumonia,READM-30-PN-HRRP,17.8239,17.8239,15.9149,142.0,33.0,0.2323943661971831,1.908999999999999,1.1199504866508743,Elevated,1,0,Medium Volume,0.958009842544276,0.3959963972353755,2020-07-01,2023-06-30,1094,2.9952087611225187,
